row_type,condition,prompt_id,seed,audio_path,raw_prompt,prompt_text,reasoning,reasoning_tags,structured_json,loudness_variance,spectral_centroid_variance,embedding_similarity,fad,loudness_variance_mean,loudness_variance_variance,spectral_centroid_variance_mean,spectral_centroid_variance_variance,embedding_similarity_mean,embedding_similarity_variance,fad_mean,fad_variance
per_audio,cot,nature,1000,outputs/cot/cot_nature_1000.wav,"forest ambience, birds chirping, light wind, leaves rustling, calm atmosphere","Environment: forest | Time: | Weather: light wind | Sounds: birds chirping; leaves rustling | Spatial: open; mid; moderate | Temporal: static; sparse | Acoustics: | Mood: calm | Style: | Details: forest; bird chirping; wind rustling; calm atmosphere; avoid close bird chirps; keep wind speed steady; use wide stereo for leaves rustling | Quality: high-quality, stereo","{""loopability_risk"": """", ""spot_layer"": """", ""control_decisions"": [""avoid close bird chirps"", ""keep wind speed steady"", ""use wide stereo for leaves rustling""], ""foreground_background_tendency"": """", ""bed_layer"": """", ""dynamic_layer"": """", ""scene_family"": ""forest"", ""stationarity_variability"": """"}",bird chirping; wind rustling; calm atmosphere,"{""temporal_evolution"": ""static"", ""immersion_level"": ""background"", ""distance_profile"": ""mid"", ""looping"": """", ""audio_type"": ""AMBIENCE"", ""event_density"": ""sparse"", ""sao_prompt"": ""Environment: forest | Time: | Weather: light wind | Sounds: birds chirping; leaves rustling | Spatial: open; mid; moderate | Temporal: static; sparse | Acoustics: | Mood: calm | Style: | Details: forest; bird chirping; wind rustling; calm atmosphere; avoid close bird chirps; keep wind speed steady; use wide stereo for leaves rustling | Quality: high-quality, stereo"", ""duration_hint"": """", ""sound_sources_primary"": ""birds chirping"", ""weather"": ""light wind"", ""background_textures"": """", ""recording_style"": """", ""spatial_characteristics"": ""open"", ""sound_sources_secondary"": ""leaves rustling"", ""negative_prompt"": """", ""stereo_width"": ""moderate"", ""acoustic_properties"": """", ""mood"": ""calm"", ""environment"": ""forest"", ""time_of_day"": """", ""cot_trace"": {""loopability_risk"": """", ""spot_layer"": """", ""control_decisions"": [""avoid close bird chirps"", ""keep wind speed steady"", ""use wide stereo for leaves rustling""], ""foreground_background_tendency"": """", ""bed_layer"": """", ""dynamic_layer"": """", ""scene_family"": ""forest"", ""stationarity_variability"": """"}, ""reasoning_tags"": [""bird chirping"", ""wind rustling"", ""calm atmosphere""]}",9.157760359812528e-05,7706523.977631474,,,,,,,,,,
per_audio,cot,nature,1001,outputs/cot/cot_nature_1001.wav,"forest ambience, birds chirping, light wind, leaves rustling, calm atmosphere","Environment: forest | Time: | Weather: light wind | Sounds: birds chirping; leaves rustling | Spatial: open; mid; moderate | Temporal: static; sparse | Acoustics: | Mood: calm | Style: | Details: forest; bird chirping; wind rustling; calm atmosphere; avoid close bird chirps; keep wind speed steady; use wide stereo for leaves rustling | Quality: high-quality, stereo","{""loopability_risk"": """", ""spot_layer"": """", ""control_decisions"": [""avoid close bird chirps"", ""keep wind speed steady"", ""use wide stereo for leaves rustling""], ""foreground_background_tendency"": """", ""bed_layer"": """", ""dynamic_layer"": """", ""scene_family"": ""forest"", ""stationarity_variability"": """"}",bird chirping; wind rustling; calm atmosphere,"{""temporal_evolution"": ""static"", ""immersion_level"": ""background"", ""distance_profile"": ""mid"", ""looping"": """", ""audio_type"": ""AMBIENCE"", ""event_density"": ""sparse"", ""sao_prompt"": ""Environment: forest | Time: | Weather: light wind | Sounds: birds chirping; leaves rustling | Spatial: open; mid; moderate | Temporal: static; sparse | Acoustics: | Mood: calm | Style: | Details: forest; bird chirping; wind rustling; calm atmosphere; avoid close bird chirps; keep wind speed steady; use wide stereo for leaves rustling | Quality: high-quality, stereo"", ""duration_hint"": """", ""sound_sources_primary"": ""birds chirping"", ""weather"": ""light wind"", ""background_textures"": """", ""recording_style"": """", ""spatial_characteristics"": ""open"", ""sound_sources_secondary"": ""leaves rustling"", ""negative_prompt"": """", ""stereo_width"": ""moderate"", ""acoustic_properties"": """", ""mood"": ""calm"", ""environment"": ""forest"", ""time_of_day"": """", ""cot_trace"": {""loopability_risk"": """", ""spot_layer"": """", ""control_decisions"": [""avoid close bird chirps"", ""keep wind speed steady"", ""use wide stereo for leaves rustling""], ""foreground_background_tendency"": """", ""bed_layer"": """", ""dynamic_layer"": """", ""scene_family"": ""forest"", ""stationarity_variability"": """"}, ""reasoning_tags"": [""bird chirping"", ""wind rustling"", ""calm atmosphere""]}",4.042080763611011e-05,6492141.763097532,,,,,,,,,,
per_audio,cot,nature,1002,outputs/cot/cot_nature_1002.wav,"forest ambience, birds chirping, light wind, leaves rustling, calm atmosphere","Environment: forest | Time: | Weather: light wind | Sounds: birds chirping; leaves rustling | Spatial: open; mid; moderate | Temporal: static; sparse | Acoustics: | Mood: calm | Style: | Details: forest; bird chirping; wind rustling; calm atmosphere; avoid close bird chirps; keep wind speed steady; use wide stereo for leaves rustling | Quality: high-quality, stereo","{""loopability_risk"": """", ""spot_layer"": """", ""control_decisions"": [""avoid close bird chirps"", ""keep wind speed steady"", ""use wide stereo for leaves rustling""], ""foreground_background_tendency"": """", ""bed_layer"": """", ""dynamic_layer"": """", ""scene_family"": ""forest"", ""stationarity_variability"": """"}",bird chirping; wind rustling; calm atmosphere,"{""temporal_evolution"": ""static"", ""immersion_level"": ""background"", ""distance_profile"": ""mid"", ""looping"": """", ""audio_type"": ""AMBIENCE"", ""event_density"": ""sparse"", ""sao_prompt"": ""Environment: forest | Time: | Weather: light wind | Sounds: birds chirping; leaves rustling | Spatial: open; mid; moderate | Temporal: static; sparse | Acoustics: | Mood: calm | Style: | Details: forest; bird chirping; wind rustling; calm atmosphere; avoid close bird chirps; keep wind speed steady; use wide stereo for leaves rustling | Quality: high-quality, stereo"", ""duration_hint"": """", ""sound_sources_primary"": ""birds chirping"", ""weather"": ""light wind"", ""background_textures"": """", ""recording_style"": """", ""spatial_characteristics"": ""open"", ""sound_sources_secondary"": ""leaves rustling"", ""negative_prompt"": """", ""stereo_width"": ""moderate"", ""acoustic_properties"": """", ""mood"": ""calm"", ""environment"": ""forest"", ""time_of_day"": """", ""cot_trace"": {""loopability_risk"": """", ""spot_layer"": """", ""control_decisions"": [""avoid close bird chirps"", ""keep wind speed steady"", ""use wide stereo for leaves rustling""], ""foreground_background_tendency"": """", ""bed_layer"": """", ""dynamic_layer"": """", ""scene_family"": ""forest"", ""stationarity_variability"": """"}, ""reasoning_tags"": [""bird chirping"", ""wind rustling"", ""calm atmosphere""]}",0.0001157291917479597,2467921.991497262,,,,,,,,,,
per_audio,cot,nature,1003,outputs/cot/cot_nature_1003.wav,"forest ambience, birds chirping, light wind, leaves rustling, calm atmosphere","Environment: forest | Time: | Weather: light wind | Sounds: birds chirping; leaves rustling | Spatial: open; mid; moderate | Temporal: static; sparse | Acoustics: | Mood: calm | Style: | Details: forest; bird chirping; wind rustling; calm atmosphere; avoid close bird chirps; keep wind speed steady; use wide stereo for leaves rustling | Quality: high-quality, stereo","{""loopability_risk"": """", ""spot_layer"": """", ""control_decisions"": [""avoid close bird chirps"", ""keep wind speed steady"", ""use wide stereo for leaves rustling""], ""foreground_background_tendency"": """", ""bed_layer"": """", ""dynamic_layer"": """", ""scene_family"": ""forest"", ""stationarity_variability"": """"}",bird chirping; wind rustling; calm atmosphere,"{""temporal_evolution"": ""static"", ""immersion_level"": ""background"", ""distance_profile"": ""mid"", ""looping"": """", ""audio_type"": ""AMBIENCE"", ""event_density"": ""sparse"", ""sao_prompt"": ""Environment: forest | Time: | Weather: light wind | Sounds: birds chirping; leaves rustling | Spatial: open; mid; moderate | Temporal: static; sparse | Acoustics: | Mood: calm | Style: | Details: forest; bird chirping; wind rustling; calm atmosphere; avoid close bird chirps; keep wind speed steady; use wide stereo for leaves rustling | Quality: high-quality, stereo"", ""duration_hint"": """", ""sound_sources_primary"": ""birds chirping"", ""weather"": ""light wind"", ""background_textures"": """", ""recording_style"": """", ""spatial_characteristics"": ""open"", ""sound_sources_secondary"": ""leaves rustling"", ""negative_prompt"": """", ""stereo_width"": ""moderate"", ""acoustic_properties"": """", ""mood"": ""calm"", ""environment"": ""forest"", ""time_of_day"": """", ""cot_trace"": {""loopability_risk"": """", ""spot_layer"": """", ""control_decisions"": [""avoid close bird chirps"", ""keep wind speed steady"", ""use wide stereo for leaves rustling""], ""foreground_background_tendency"": """", ""bed_layer"": """", ""dynamic_layer"": """", ""scene_family"": ""forest"", ""stationarity_variability"": """"}, ""reasoning_tags"": [""bird chirping"", ""wind rustling"", ""calm atmosphere""]}",7.104220276232809e-05,7393700.5189620545,,,,,,,,,,
per_audio,cot,nature,1004,outputs/cot/cot_nature_1004.wav,"forest ambience, birds chirping, light wind, leaves rustling, calm atmosphere","Environment: forest | Time: | Weather: light wind | Sounds: birds chirping; leaves rustling | Spatial: open; mid; moderate | Temporal: static; sparse | Acoustics: | Mood: calm | Style: | Details: forest; bird chirping; wind rustling; calm atmosphere; avoid close bird chirps; keep wind speed steady; use wide stereo for leaves rustling | Quality: high-quality, stereo","{""loopability_risk"": """", ""spot_layer"": """", ""control_decisions"": [""avoid close bird chirps"", ""keep wind speed steady"", ""use wide stereo for leaves rustling""], ""foreground_background_tendency"": """", ""bed_layer"": """", ""dynamic_layer"": """", ""scene_family"": ""forest"", ""stationarity_variability"": """"}",bird chirping; wind rustling; calm atmosphere,"{""temporal_evolution"": ""static"", ""immersion_level"": ""background"", ""distance_profile"": ""mid"", ""looping"": """", ""audio_type"": ""AMBIENCE"", ""event_density"": ""sparse"", ""sao_prompt"": ""Environment: forest | Time: | Weather: light wind | Sounds: birds chirping; leaves rustling | Spatial: open; mid; moderate | Temporal: static; sparse | Acoustics: | Mood: calm | Style: | Details: forest; bird chirping; wind rustling; calm atmosphere; avoid close bird chirps; keep wind speed steady; use wide stereo for leaves rustling | Quality: high-quality, stereo"", ""duration_hint"": """", ""sound_sources_primary"": ""birds chirping"", ""weather"": ""light wind"", ""background_textures"": """", ""recording_style"": """", ""spatial_characteristics"": ""open"", ""sound_sources_secondary"": ""leaves rustling"", ""negative_prompt"": """", ""stereo_width"": ""moderate"", ""acoustic_properties"": """", ""mood"": ""calm"", ""environment"": ""forest"", ""time_of_day"": """", ""cot_trace"": {""loopability_risk"": """", ""spot_layer"": """", ""control_decisions"": [""avoid close bird chirps"", ""keep wind speed steady"", ""use wide stereo for leaves rustling""], ""foreground_background_tendency"": """", ""bed_layer"": """", ""dynamic_layer"": """", ""scene_family"": ""forest"", ""stationarity_variability"": """"}, ""reasoning_tags"": [""bird chirping"", ""wind rustling"", ""calm atmosphere""]}",2.4679682610440068e-05,6702342.02121511,,,,,,,,,,
per_audio,baseline,urban,1000,outputs/baseline/baseline_urban_1000.wav,"night city ambience, distant traffic, occasional siren, quiet streets, calm mood","night city ambience, distant traffic, occasional siren, quiet streets, calm mood",,,,0.006213758140802383,6158810.000023806,,,,,,,,,,
per_audio,baseline,urban,1001,outputs/baseline/baseline_urban_1001.wav,"night city ambience, distant traffic, occasional siren, quiet streets, calm mood","night city ambience, distant traffic, occasional siren, quiet streets, calm mood",,,,0.00451141269877553,6895444.643767342,,,,,,,,,,
per_audio,baseline,urban,1002,outputs/baseline/baseline_urban_1002.wav,"night city ambience, distant traffic, occasional siren, quiet streets, calm mood","night city ambience, distant traffic, occasional siren, quiet streets, calm mood",,,,0.012248852290213108,8923201.65658732,,,,,,,,,,
per_audio,baseline,urban,1003,outputs/baseline/baseline_urban_1003.wav,"night city ambience, distant traffic, occasional siren, quiet streets, calm mood","night city ambience, distant traffic, occasional siren, quiet streets, calm mood",,,,0.006080322898924351,4030987.0835992955,,,,,,,,,,
per_audio,baseline,urban,1004,outputs/baseline/baseline_urban_1004.wav,"night city ambience, distant traffic, occasional siren, quiet streets, calm mood","night city ambience, distant traffic, occasional siren, quiet streets, calm mood",,,,0.008698757737874985,3729976.471893399,,,,,,,,,,
per_audio,structured,urban,1000,outputs/structured/structured_urban_1000.wav,"night city ambience, distant traffic, occasional siren, quiet streets, calm mood","Environment: city | Time: night | Weather: clear | Sounds: distant traffic; occasional siren | Spatial: quiet streets; far | Temporal: static; sparse | Acoustics: | Mood: calm | Style: | Details: | Quality: high-quality, stereo",,,"{""temporal_evolution"": ""static"", ""immersion_level"": ""background"", ""distance_profile"": ""far"", ""looping"": """", ""audio_type"": ""AMBIENCE"", ""event_density"": ""sparse"", ""sao_prompt"": ""Environment: city | Time: night | Weather: clear | Sounds: distant traffic; occasional siren | Spatial: quiet streets; far | Temporal: static; sparse | Acoustics: | Mood: calm | Style: | Details: | Quality: high-quality, stereo"", ""duration_hint"": """", ""sound_sources_primary"": ""distant traffic"", ""weather"": ""clear"", ""background_textures"": """", ""recording_style"": """", ""spatial_characteristics"": ""quiet streets"", ""sound_sources_secondary"": ""occasional siren"", ""negative_prompt"": """", ""stereo_width"": """", ""acoustic_properties"": """", ""mood"": ""calm"", ""environment"": ""city"", ""time_of_day"": ""night""}",0.0012230138527229428,7910212.695868581,,,,,,,,,,
per_audio,structured,urban,1001,outputs/structured/structured_urban_1001.wav,"night city ambience, distant traffic, occasional siren, quiet streets, calm mood","Environment: city | Time: night | Weather: clear | Sounds: distant traffic; occasional siren | Spatial: quiet streets; far | Temporal: static; sparse | Acoustics: | Mood: calm | Style: | Details: | Quality: high-quality, stereo",,,"{""temporal_evolution"": ""static"", ""immersion_level"": ""background"", ""distance_profile"": ""far"", ""looping"": """", ""audio_type"": ""AMBIENCE"", ""event_density"": ""sparse"", ""sao_prompt"": ""Environment: city | Time: night | Weather: clear | Sounds: distant traffic; occasional siren | Spatial: quiet streets; far | Temporal: static; sparse | Acoustics: | Mood: calm | Style: | Details: | Quality: high-quality, stereo"", ""duration_hint"": """", ""sound_sources_primary"": ""distant traffic"", ""weather"": ""clear"", ""background_textures"": """", ""recording_style"": """", ""spatial_characteristics"": ""quiet streets"", ""sound_sources_secondary"": ""occasional siren"", ""negative_prompt"": """", ""stereo_width"": """", ""acoustic_properties"": """", ""mood"": ""calm"", ""environment"": ""city"", ""time_of_day"": ""night""}",0.002613274846225977,9814975.411254523,,,,,,,,,,
per_audio,structured,urban,1002,outputs/structured/structured_urban_1002.wav,"night city ambience, distant traffic, occasional siren, quiet streets, calm mood","Environment: city | Time: night | Weather: clear | Sounds: distant traffic; occasional siren | Spatial: quiet streets; far | Temporal: static; sparse | Acoustics: | Mood: calm | Style: | Details: | Quality: high-quality, stereo",,,"{""temporal_evolution"": ""static"", ""immersion_level"": ""background"", ""distance_profile"": ""far"", ""looping"": """", ""audio_type"": ""AMBIENCE"", ""event_density"": ""sparse"", ""sao_prompt"": ""Environment: city | Time: night | Weather: clear | Sounds: distant traffic; occasional siren | Spatial: quiet streets; far | Temporal: static; sparse | Acoustics: | Mood: calm | Style: | Details: | Quality: high-quality, stereo"", ""duration_hint"": """", ""sound_sources_primary"": ""distant traffic"", ""weather"": ""clear"", ""background_textures"": """", ""recording_style"": """", ""spatial_characteristics"": ""quiet streets"", ""sound_sources_secondary"": ""occasional siren"", ""negative_prompt"": """", ""stereo_width"": """", ""acoustic_properties"": """", ""mood"": ""calm"", ""environment"": ""city"", ""time_of_day"": ""night""}",0.0020757699385285378,8964248.320977798,,,,,,,,,,
per_audio,structured,urban,1003,outputs/structured/structured_urban_1003.wav,"night city ambience, distant traffic, occasional siren, quiet streets, calm mood","Environment: city | Time: night | Weather: clear | Sounds: distant traffic; occasional siren | Spatial: quiet streets; far | Temporal: static; sparse | Acoustics: | Mood: calm | Style: | Details: | Quality: high-quality, stereo",,,"{""temporal_evolution"": ""static"", ""immersion_level"": ""background"", ""distance_profile"": ""far"", ""looping"": """", ""audio_type"": ""AMBIENCE"", ""event_density"": ""sparse"", ""sao_prompt"": ""Environment: city | Time: night | Weather: clear | Sounds: distant traffic; occasional siren | Spatial: quiet streets; far | Temporal: static; sparse | Acoustics: | Mood: calm | Style: | Details: | Quality: high-quality, stereo"", ""duration_hint"": """", ""sound_sources_primary"": ""distant traffic"", ""weather"": ""clear"", ""background_textures"": """", ""recording_style"": """", ""spatial_characteristics"": ""quiet streets"", ""sound_sources_secondary"": ""occasional siren"", ""negative_prompt"": """", ""stereo_width"": """", ""acoustic_properties"": """", ""mood"": ""calm"", ""environment"": ""city"", ""time_of_day"": ""night""}",0.002766211284324527,5880254.466778162,,,,,,,,,,
per_audio,structured,urban,1004,outputs/structured/structured_urban_1004.wav,"night city ambience, distant traffic, occasional siren, quiet streets, calm mood","Environment: city | Time: night | Weather: clear | Sounds: distant traffic; occasional siren | Spatial: quiet streets; far | Temporal: static; sparse | Acoustics: | Mood: calm | Style: | Details: | Quality: high-quality, stereo",,,"{""temporal_evolution"": ""static"", ""immersion_level"": ""background"", ""distance_profile"": ""far"", ""looping"": """", ""audio_type"": ""AMBIENCE"", ""event_density"": ""sparse"", ""sao_prompt"": ""Environment: city | Time: night | Weather: clear | Sounds: distant traffic; occasional siren | Spatial: quiet streets; far | Temporal: static; sparse | Acoustics: | Mood: calm | Style: | Details: | Quality: high-quality, stereo"", ""duration_hint"": """", ""sound_sources_primary"": ""distant traffic"", ""weather"": ""clear"", ""background_textures"": """", ""recording_style"": """", ""spatial_characteristics"": ""quiet streets"", ""sound_sources_secondary"": ""occasional siren"", ""negative_prompt"": """", ""stereo_width"": """", ""acoustic_properties"": """", ""mood"": ""calm"", ""environment"": ""city"", ""time_of_day"": ""night""}",0.0030106117483228445,16659236.902211322,,,,,,,,,,
per_audio,cot,urban,1000,outputs/cot/cot_urban_1000.wav,"night city ambience, distant traffic, occasional siren, quiet streets, calm mood","Environment: city | Time: night | Weather: clear | Sounds: distant traffic; occasional siren | Spatial: quiet streets; far; moderate | Temporal: static; sparse | Acoustics: | Mood: calm | Style: | Details: city; calm; low; low; calm; city; distant traffic; occasional siren; quiet streets; avoid close traffic noise; minimize siren exposure; use wide stereo for distant traffic | Quality: high-quality, stereo","{""loopability_risk"": ""low"", ""spot_layer"": """", ""control_decisions"": [""avoid close traffic noise"", ""minimize siren exposure"", ""use wide stereo for distant traffic""], ""foreground_background_tendency"": ""calm"", ""bed_layer"": """", ""dynamic_layer"": """", ""scene_family"": ""city"", ""stationarity_variability"": ""low""}",calm; city; distant traffic; occasional siren; quiet streets,"{""temporal_evolution"": ""static"", ""immersion_level"": ""background"", ""distance_profile"": ""far"", ""looping"": """", ""audio_type"": ""AMBIENCE"", ""event_density"": ""sparse"", ""sao_prompt"": ""Environment: city | Time: night | Weather: clear | Sounds: distant traffic; occasional siren | Spatial: quiet streets; far; moderate | Temporal: static; sparse | Acoustics: | Mood: calm | Style: | Details: city; calm; low; low; calm; city; distant traffic; occasional siren; quiet streets; avoid close traffic noise; minimize siren exposure; use wide stereo for distant traffic | Quality: high-quality, stereo"", ""duration_hint"": """", ""sound_sources_primary"": ""distant traffic"", ""weather"": ""clear"", ""background_textures"": """", ""recording_style"": """", ""spatial_characteristics"": ""quiet streets"", ""sound_sources_secondary"": ""occasional siren"", ""negative_prompt"": """", ""stereo_width"": ""moderate"", ""acoustic_properties"": """", ""mood"": ""calm"", ""environment"": ""city"", ""time_of_day"": ""night"", ""cot_trace"": {""loopability_risk"": ""low"", ""spot_layer"": """", ""control_decisions"": [""avoid close traffic noise"", ""minimize siren exposure"", ""use wide stereo for distant traffic""], ""foreground_background_tendency"": ""calm"", ""bed_layer"": """", ""dynamic_layer"": """", ""scene_family"": ""city"", ""stationarity_variability"": ""low""}, ""reasoning_tags"": [""calm"", ""city"", ""distant traffic"", ""occasional siren"", ""quiet streets""]}",0.0017107899766415358,10049037.82373335,,,,,,,,,,
